id,type,name,brand,averageRating,manufacturerName,shortDescription,thumbnailUrl,price,currencyUnit,url
0VIG43RHGF61,Snack Crackers,"Honey Maid Honey Graham Crackers, 4 pk./14.4 oz.",Nabisco Honey,4.2,,"Honey Maid Honey Graham Crackers are made with real honey for just the right amount of sweetness to keep you happy. Each bite of these honey grahams delivers a satisfying crunch. Each serving of eight crackers contains 8 grams of whole grain and no high fructose corn syrup, saturated fat, or cholesterol for a crunchy, wholesome snack choice. These tasty snacks are ideal for the home, school, or travel. Keep this graham cracker snack in your desk for an afternoon treat, or tuck a portion of the bulk snacks into a lunchbox for quick packing. And whether you’re camping or enjoying a fire in the backyard, these snack crackers stack perfectly with chocolate and marshmallows for yummy s'mores. You can also use them in place of bread to make a crunchy version of a peanut butter and jelly sandwich or spread chocolate filling between two squares for an indulgent treat. A number of desserts can be prepared with Honey Maid Graham Crackers. Place ice cream between two crackers for a tasty frozen sandwich. You can also make an easy pie crust with these honey graham crackers. When you buy graham crackers in bulk, you always have the perfect snack or recipe ingredient on hand. For nearly 90 years, Honey Maid has been a wholesome part of snack time. No matter how things change, what makes Honey Maid wholesome never will.",https://i5.walmartimages.com/asr/1f6542ac-3d42-4b45-89f0-06ded617d8a7.c49e3e802debd1510ebead85520fa1e5.jpeg,25,USD,https://www.walmart.com/ip/Honey-Maid-Honey-Graham-Crackers-4-pk-14-4-oz/742259309
652I8FLGTK92,Cookies,"Nabisco Pokemon Graham Snacks, Graham Cracker Snack Cookies, 12 Snack Packs",Nabisco,4.7,,"Pokemon Graham Snacks add a fun twist to sweet snacks. Made with real honey, these Pokemon cookies are perfectly poppable and have a sweet and familiar flavor that’s sure to remind you of another childhood classic: graham crackers! Round, bite-sized graham cracker snack cookies feature a variety of shapes inspired by iconic Pokemon characters to make your little Pokemon fan happy. These kosher cookies are Non-GMO Project Verified and offer a good source of calcium. Grab a cookie snack pack as an after school snack or pack a bag for school lunches or on the go snacking. These bulk cookies also make a fun option as snacks or party favors for a Pokemon-themed birthday party. Sealed individual bags in this 12 count cookie snack pack keep the snacks fresh until you're ready to enjoy them.",https://i5.walmartimages.com/asr/1c67ab5c-c93f-4971-bab8-44c509f1545c.ee85626d89884664740b3f29192c977a.jpeg,6.74,USD,https://www.walmart.com/ip/Nabisco-Pokemon-Graham-Snacks-Graham-Cracker-Snack-Cookies-12-Snack-Packs/432126712
2PNPYJQ3DCCN,Snack Crackers,"Kodiak Protein Cinnamon Graham Cracker Bear Bites, 9 oz",KODIAK,4.1,,"<h2>Snack Adventurously</h2><p>Kodiak Cinnamon Bear Bites are meant for those who require nutrition, energy, and great taste as they take on any adventure. These graham cracker bites are crafted with 100% whole grains, cinnamon, and 5 grams of protein per serving. A snack for all ages, these cinnamon graham crackers are the perfect fuel for your next adventure, from back-to-back meetings to wrangling the cubs for school.</p>",https://i5.walmartimages.com/asr/3f06c2f1-759b-42f8-9d35-8a459b4da7ba.1d7c058f9cedfd0b7810d01961ceb743.jpeg,5.38,USD,https://www.walmart.com/ip/Kodiak-Protein-Cinnamon-Graham-Cracker-Bear-Bites-9-oz/759524185
3UAUFKGFL49G,Snack Crackers,"Kodiak Protein Chocolate Graham Cracker Bear Bites, 9 oz",KODIAK,3.9,,"<h2>Snack Adventurously</h2><p>Kodiak Chocolate Bear Bites are meant for those who require nutrition, energy, and great taste as they take on any adventure. These graham cracker bites are crafted with 100% whole grains, semisweet chocolate, and 5 grams of protein per serving. A snack for all ages, these chocolate graham crackers are the perfect fuel for your next adventure, from back-to-back meetings to wrangling the cubs for school.</p>",https://i5.walmartimages.com/asr/9bbb7cfa-442e-452e-85e5-78c9d4b75bdb.dbf33e937f1e4d95be0590c31336ff77.jpeg,5.38,USD,https://www.walmart.com/ip/Kodiak-Protein-Chocolate-Graham-Cracker-Bear-Bites-9-oz/715176400
0TSRQHFL3AYP,Snack Crackers,"Schar Gluten Free Honeygrams, Honey Cookies, 5.6 oz, 3 Count",Schar,4.5,,"<h2>Don't miss out on S'mores with Schar Gluten-Free Honeygrams!</h2><p>Pack Schar Honeygrams for your next outdoor adventure for the perfect campfire treat - just don't forget the chocolate bars and marshmallows! It's hard to believe Schar Honey Gram Cookies are Certified Gluten-Free. These gluten-free honey crackers are the perfect gluten-free vessel for S'mores or the perfect snack on their own. Baked with real honey, Schar Gluten-Free Honey Cookies are a gluten-free S'mores lover's dream come true. Our recipe is free of gluten, wheat, lactose, preservatives, and GMOs.</p>",https://i5.walmartimages.com/asr/e24c0f04-19e8-484f-aaa9-81d42a69c41e.768f153ed89c43f102cfe7da5cf6f189.jpeg,3.78,USD,https://www.walmart.com/ip/Schar-Gluten-Free-Honeygrams-Honey-Cookies-5-6-oz-3-Count/33329963
6RZF20QF2UW1,Snack Crackers,"Kodiak Protein Honey Graham Cracker Bear Bites, 9 oz",KODIAK,2.9,,"<h2>Snack Adventurously</h2><p>Kodiak Honey Bear Bites are meant for those who require nutrition, energy, and great taste as they take on any adventure. These graham cracker bites are crafted with 100% whole grains, honey, and 5 grams of protein per serving. A snack for all ages, these honey graham crackers are the perfect fuel for your next adventure, from back-to-back meetings to wrangling the cubs for school.</p>",https://i5.walmartimages.com/asr/3864c871-b521-4a35-98cd-58c5cdb579de.85711f81c41e21cb5c39990bf99ccfa4.jpeg,5.38,USD,https://www.walmart.com/ip/Kodiak-Protein-Honey-Graham-Cracker-Bear-Bites-9-oz/233722084
6BWE2Q85G9IB,Cookies,"Nabisco Grahams Original Graham Crackers, 14.4 oz",Nabisco,4.3,,"Nabisco Original Grahams offer just the right amount of sweetness to keep you happy. These square grahams are lightly sweet snacks, and each bite delivers a satisfying crunch. Each serving of eight crackers contains 8 grams of whole grain. Keep these graham crackers in your desk for an afternoon treat, or tuck some into a lunchbox for quick packing. And whether you’re camping or enjoying a fire in the backyard, these snack crackers stack perfectly with chocolate and marshmallows for yummy s'mores.",https://i5.walmartimages.com/asr/8b8bb0b4-84b2-4b5e-a88c-28ee60286621.67f8b87d7e3a37687dc94ff70f379270.jpeg,4.68,USD,https://www.walmart.com/ip/Nabisco-Grahams-Original-Graham-Crackers-14-4-oz/10292704
6WVT6XC594YP,Snack Crackers,"Honey Maid Cinnamon Graham Crackers, 14.4 oz Family Size Box",HONEY MAID,4,,"Honey Maid Cinnamon Graham Crackers are made with real cinnamon for just the right amount of sweetness to keep you smiling. These square cinnamon crackers are ideally sized for packing in lunchboxes or tucking into a picnic basket. Each serving of eight sweet crackers contains 8 grams of whole grain and no high fructose corn syrup. Keep these cinnamon graham crackers in your desk for an afternoon snack, or surprise your little one with a special after-school treat. Sweet cinnamon flavor makes these snack crackers delicious on their own or paired with a dip. These graham crackers make a great alternative to gingerbread for holiday houses.",https://i5.walmartimages.com/asr/e33822a0-345e-4d50-937f-0d5d44101857.8073ba883548c6d10179463b437e86c3.jpeg,4.68,USD,https://www.walmart.com/ip/Honey-Maid-Cinnamon-Graham-Crackers-14-4-oz-Family-Size-Box/10292698
6PS7IDNE7PM0,Snack Crackers,"Honey Maid Fresh Stacks Graham Crackers, Mothers Day Baking, 1 Box of 6 Stacks",HONEY MAID,4.6,,"Honey Maid Fresh Stacks Graham Crackers are delicious snacks, conveniently packaged in small stacks for maximum freshness and easy packing. Made with real honey, these cracker snacks have just the right amount of sweetness to keep you happy. These square honey grahams are a great size, and they stack deliciously with chocolate and marshmallows for campfire s'mores or fun party snacks for kids and adults. Keep these honey graham crackers in your desk for an afternoon snack, or pack some in a lunchbox for a quick treat on the go. Designed for freshness and simple storage, each box has six individual fresh stacks.",https://i5.walmartimages.com/asr/e9097067-d85d-4181-b21d-95850e8f99a6.53a5990b7e2762edfc9bb34a4f335a5a.jpeg,4.68,USD,https://www.walmart.com/ip/Honey-Maid-Fresh-Stacks-Graham-Crackers-Mothers-Day-Baking-1-Box-of-6-Stacks/16935655
4OENSPG5HK6A,Snack Crackers,"Honey Maid Honey Graham Crackers, Family Size, 25.6 oz Box",HONEY MAID,4.5,,"Honey Maid Honey Graham Crackers are made with real honey for just the right amount of sweetness to keep you smiling. These square honey grahams are slightly sweet, and each bite of these whole grain snacks delivers a satisfying crunch. Each serving of eight crackers contains 8 grams of whole grain and no high fructose corn syrup. Keep these honey graham crackers in your desk for an afternoon treat or serve these party crackers as an easy dessert. And whether you’re camping or enjoying a fire in the backyard, these snack crackers pair deliciously with chocolate and marshmallows for yummy s'mores. These graham crackers are also a great alternative to gingerbread for making holiday houses. Family size boxes of bulk snacks give you plenty of sweet crackers to share.",https://i5.walmartimages.com/seo/Honey-Maid-Honey-Graham-Crackers-Family-Size-25-6-oz-Box_eb65388b-2cf3-453a-85f1-9a7208bf8151.7dd8231a4efb2693002d49118dd9b532.jpeg,5.84,USD,https://www.walmart.com/ip/Honey-Maid-Honey-Graham-Crackers-Family-Size-25-6-oz-Box/188357052
